Total_Vehiculos,Tiempo_Medio_s,Ocupacion_Espacial_%,Hora_Inicio,Hora_Fin,Dia_Semana,Direccion,move_time_s,cluster,tiempo_optimo_s
5,3.96,4.94,13:41:00,13:41:33,1,1,33,1,20
6,2.57,13.2,13:41:38,13:42:11,1,3,33,1,20
5,4.08,10.99,13:42:16,13:42:49,1,4,33,1,20
8,1.31,8.57,13:42:54,13:43:27,1,2,33,1,20
7,2.57,8.06,13:43:32,13:44:05,1,1,33,1,20
7,3.0,13.38,13:44:10,13:44:43,1,3,33,0,35
7,1.12,16.9,13:44:48,13:45:21,1,4,33,0,35
4,7.58,11.78,13:45:26,13:45:59,1,2,33,2,30
6,2.13,6.98,13:46:04,13:46:37,1,1,33,1,20
8,2.79,10.71,13:46:42,13:47:15,1,3,33,0,35
6,2.55,14.26,13:47:20,13:47:53,1,4,33,0,35
10,3.35,11.39,13:47:58,13:48:31,1,2,33,0,40
3,2.25,5.8,13:48:36,13:49:09,1,1,33,1,20
8,2.76,16.74,13:49:14,13:49:47,1,3,33,0,35
5,1.25,13.73,13:49:52,13:50:25,1,4,33,1,20
4,3.0,6.75,13:50:30,13:51:03,1,2,33,1,20
2,2.92,1.79,13:51:08,13:51:41,1,1,33,1,20
8,3.46,14.69,13:51:46,13:52:19,1,3,33,0,35
11,1.88,20.03,13:52:24,13:52:57,1,4,33,0,35
6,1.25,10.9,13:53:02,13:53:35,1,2,33,1,20
6,3.97,6.7,13:53:40,13:54:13,1,1,33,1,20
7,4.49,12.7,13:54:18,13:54:51,1,3,33,0,35
9,1.47,23.95,13:54:56,13:55:29,1,4,33,0,35
5,5.69,16.68,13:55:34,13:56:07,1,2,33,0,40
9,0.97,12.43,13:56:12,13:56:45,1,1,33,0,35
8,3.68,18.25,13:56:50,13:57:23,1,3,33,0,35
10,1.66,21.52,13:57:28,13:58:01,1,4,33,0,35
0,0.0,0.45,13:58:06,13:58:39,1,2,33,1,20
4,3.17,5.56,13:58:44,13:59:17,1,1,33,1,20
6,2.88,10.63,13:59:22,13:59:55,1,3,33,1,20
7,1.86,13.38,14:00:00,14:00:33,1,4,33,0,35
3,3.79,5.54,14:00:38,14:01:11,1,2,33,1,20
9,3.35,18.68,14:01:16,14:01:49,1,1,33,0,35
6,2.8,15.63,14:01:54,14:02:27,1,3,33,0,35
6,2.03,11.12,14:02:32,14:03:05,1,4,33,1,20
1,0.0,3.82,14:03:10,14:03:43,1,2,33,1,20
5,2.17,6.61,14:03:48,14:04:21,1,1,33,1,20
6,2.23,13.68,14:04:26,14:04:59,1,3,33,0,35
8,1.81,17.08,14:05:04,14:05:37,1,4,33,0,35
4,1.36,4.87,14:05:42,14:06:15,1,2,33,1,20
7,3.46,14.45,14:06:20,14:06:53,1,1,33,0,35
5,2.56,7.77,14:06:58,14:07:31,1,3,33,1,20
12,1.75,20.69,14:07:36,14:08:09,1,4,33,0,35
9,1.6,11.42,14:08:14,14:08:47,1,2,33,0,35
3,9.83,4.67,14:08:52,14:09:25,1,1,33,2,30
11,2.32,18.17,14:09:30,14:10:03,1,3,33,0,35
4,2.06,11.79,14:10:08,14:10:41,1,4,33,1,20
5,2.15,6.78,14:10:46,14:11:19,1,2,33,1,20
3,2.17,4.18,14:11:24,14:11:57,1,1,33,1,20
5,2.42,15.98,14:12:02,14:12:35,1,3,33,0,35
2,16.5,4.31,14:12:40,14:13:13,1,4,33,2,33
8,2.07,12.04,14:13:18,14:13:51,1,2,33,0,35
4,7.44,4.5,14:13:56,14:14:29,1,1,33,2,30
14,2.01,25.19,14:14:34,14:15:07,1,3,33,0,35
0,0.0,1.26,14:15:12,14:15:45,1,4,33,1,56
4,2.22,5.57,14:15:50,14:16:23,1,2,33,1,20
6,2.35,6.41,14:16:28,14:17:01,1,1,33,1,20
9,2.55,16.81,14:17:06,14:17:39,1,3,33,0,35
0,0.0,3.49,14:17:44,14:18:17,1,4,33,1,56
3,6.67,3.65,14:18:22,14:18:55,1,2,33,2,20
3,2.62,2.65,14:19:00,14:19:33,1,1,33,1,20
12,2.26,20.45,14:19:38,14:20:11,1,3,33,0,35
6,2.85,23.44,14:20:16,14:20:49,1,4,33,0,35
10,3.25,9.94,14:20:54,14:21:27,1,2,33,0,38
7,3.96,7.2,14:21:32,14:22:05,1,1,33,1,20
3,10.62,7.43,14:22:10,14:22:43,1,3,33,2,31
8,1.87,37.75,14:22:48,14:23:21,1,4,33,0,35
4,3.67,6.86,14:23:26,14:23:59,1,2,33,1,20
5,5.0,3.29,14:24:04,14:24:37,1,1,33,1,20
11,1.85,20.51,14:24:42,14:25:15,1,3,33,0,35
8,1.49,16.27,14:25:20,14:25:53,1,4,33,0,35
3,2.62,6.33,14:25:58,14:26:31,1,2,33,1,20
3,7.71,2.51,14:26:36,14:27:09,1,1,33,2,26
6,4.58,10.18,14:27:14,14:27:47,1,3,33,1,30
11,2.09,21.81,14:27:52,14:28:25,1,4,33,0,35
3,1.5,4.74,14:28:30,14:29:03,1,2,33,1,20
3,9.79,2.61,14:29:08,14:29:41,1,1,33,2,26
9,2.55,18.41,14:29:46,14:30:19,1,3,33,0,35
14,1.68,35.93,14:30:24,14:30:57,1,4,33,0,35
4,2.28,4.97,14:31:02,14:31:35,1,2,33,1,20
3,2.58,3.1,14:31:40,14:32:13,1,1,33,1,20
8,2.56,22.0,14:32:18,14:32:51,1,3,33,0,35
10,2.02,19.33,14:32:56,14:33:29,1,4,33,0,35
3,6.75,3.77,14:33:34,14:34:07,1,2,33,2,21
3,2.75,2.64,14:34:12,14:34:45,1,1,33,1,20
14,1.8,17.03,14:34:50,14:35:23,1,3,33,0,35
12,1.48,23.0,14:35:28,14:36:01,1,4,33,0,35
5,3.12,6.56,14:36:06,14:36:39,1,2,33,1,20
0,0.0,0.16,14:36:44,14:37:17,1,1,33,1,20
6,3.12,24.35,14:37:22,14:37:55,1,3,33,0,35
7,1.4,15.14,14:38:00,14:38:33,1,4,33,0,35
2,7.08,9.39,14:38:38,14:39:11,1,2,33,2,21
3,4.5,2.93,14:39:16,14:39:49,1,1,33,1,20
10,2.08,21.53,14:39:54,14:40:27,1,3,33,0,35
9,2.2,24.37,14:40:32,14:41:05,1,4,33,0,35
3,4.71,4.56,14:41:10,14:41:43,1,2,33,1,20
8,1.83,17.06,14:41:48,14:42:21,1,1,33,0,35
4,3.63,10.97,14:42:26,14:42:59,1,3,33,1,20
12,1.69,19.71,14:43:04,14:43:37,1,4,33,0,35
3,10.33,3.9,14:43:42,14:44:15,1,2,33,2,21
4,2.14,6.89,14:44:20,14:44:53,1,1,33,1,20
3,2.62,8.71,14:44:58,14:45:31,1,3,33,1,20
6,2.08,17.55,14:45:36,14:46:09,1,4,33,0,35
4,2.75,5.54,14:46:14,14:46:47,1,2,33,1,20
2,4.67,2.5,14:46:52,14:47:25,1,1,33,1,23
8,2.51,20.0,14:47:30,14:48:03,1,3,33,0,35
1,0.0,7.47,14:48:08,14:48:41,1,4,33,1,20
5,1.83,8.1,14:48:46,14:49:19,1,2,33,1,20
7,4.19,7.04,14:49:24,14:49:57,1,1,33,1,23
4,3.4,10.1,14:50:02,14:50:35,1,3,33,1,20
5,3.67,12.94,14:50:40,14:51:13,1,4,33,1,20
2,3.42,4.92,14:51:18,14:51:51,1,2,33,1,20
3,14.54,1.63,14:51:56,14:52:29,1,1,33,2,32
4,2.33,9.81,14:52:34,14:53:07,1,3,33,1,20
7,2.33,19.63,14:53:12,14:53:45,1,4,33,0,35
3,2.38,4.48,14:53:50,14:54:23,1,2,33,1,20
6,2.65,7.14,14:54:28,14:55:01,1,1,33,1,23
3,3.19,8.04,14:55:06,14:55:39,1,3,33,1,20
3,2.42,6.49,14:55:44,14:56:17,1,4,33,1,20
5,1.94,6.64,14:56:22,14:56:55,1,2,33,1,20
7,4.39,7.76,14:57:00,14:57:33,1,1,33,1,23
4,3.23,10.48,14:57:38,14:58:11,1,3,33,1,20
1,0.0,4.31,14:58:16,14:58:49,1,4,33,1,20
4,1.42,3.84,14:58:54,14:59:27,1,2,33,1,20
3,7.04,2.33,14:59:32,15:00:05,1,1,33,2,32
5,4.47,13.41,15:00:10,15:00:43,1,3,33,1,20
10,2.63,17.3,15:00:48,15:01:21,1,4,33,0,35
1,0.0,4.05,15:01:26,15:01:59,1,2,33,1,20
5,2.48,7.41,15:02:04,15:02:37,1,1,33,1,20
3,3.78,8.07,15:02:42,15:03:15,1,3,33,1,20
5,1.56,8.42,15:03:20,15:03:53,1,4,33,1,20
5,1.67,7.04,15:03:58,15:04:31,1,2,33,1,20
5,3.42,4.84,15:04:36,15:05:09,1,1,33,1,20
8,2.9,18.2,15:05:14,15:05:47,1,3,33,0,35
10,2.0,23.67,15:05:52,15:06:25,1,4,33,0,35
2,3.83,2.84,15:06:30,15:07:03,1,2,33,1,20
3,6.0,2.19,15:07:08,15:07:41,1,1,33,1,20
4,1.71,10.97,15:07:46,15:08:19,1,3,33,1,20
12,1.44,27.26,15:08:24,15:08:57,1,4,33,0,35
6,1.22,7.66,15:09:02,15:09:35,1,2,33,1,20
2,3.17,1.85,15:09:40,15:10:13,1,1,33,1,20
4,2.37,10.75,15:10:18,15:10:51,1,3,33,1,20
10,2.48,21.08,15:10:56,15:11:29,1,4,33,0,35
5,5.77,4.77,15:11:34,15:12:07,1,2,33,1,20
6,1.75,4.04,15:12:12,15:12:45,1,1,33,1,20
6,2.33,14.19,15:12:50,15:13:23,1,3,33,0,35
10,1.19,22.23,15:13:28,15:14:01,1,4,33,0,35
6,1.68,7.24,15:14:06,15:14:39,1,2,33,1,20
7,2.26,6.78,15:14:44,15:15:17,1,1,33,1,20
5,4.17,13.47,15:15:22,15:15:55,1,3,33,1,20
8,1.38,14.26,15:16:00,15:16:33,1,4,33,0,35
3,2.33,4.57,15:16:38,15:17:11,1,2,33,1,20
9,1.49,12.21,15:17:16,15:17:49,1,1,33,0,35
3,2.29,7.04,15:17:54,15:18:27,1,3,33,1,20
8,2.6,17.04,15:18:32,15:19:05,1,4,33,0,35
6,3.17,9.28,15:19:10,15:19:43,1,2,33,1,20
8,2.61,9.56,15:19:48,15:20:21,1,1,33,0,35
9,1.26,22.61,15:20:26,15:20:59,1,3,33,0,35
2,2.75,9.41,15:21:04,15:21:37,1,4,33,1,20
3,2.29,3.66,15:21:42,15:22:15,1,2,33,1,20
3,15.0,3.55,15:22:20,15:22:53,1,1,33,2,40
3,2.23,7.51,15:22:58,15:23:31,1,3,33,1,20
7,3.51,14.25,15:23:36,15:24:09,1,4,33,0,35
6,1.78,7.97,15:24:14,15:24:47,1,2,33,1,20
5,3.83,7.69,15:24:52,15:25:25,1,1,33,1,23
9,1.76,25.51,15:25:30,15:26:03,1,3,33,0,35
2,22.75,6.78,15:26:08,15:26:41,1,4,33,2,40
3,2.29,6.39,15:26:46,15:27:19,1,2,33,1,20
5,4.88,5.68,15:27:24,15:27:57,1,1,33,1,23
5,3.08,13.33,15:28:02,15:28:35,1,3,33,1,20
5,1.71,21.74,15:28:40,15:29:13,1,4,33,0,35
3,1.33,5.72,15:29:18,15:29:51,1,2,33,1,20
9,3.85,14.38,15:29:56,15:30:29,1,1,33,0,35
6,3.69,14.59,15:30:34,15:31:07,1,3,33,0,35
7,2.01,12.91,15:31:12,15:31:45,1,4,33,0,35
7,1.86,9.01,15:31:50,15:32:23,1,2,33,1,20
1,0.0,0.52,15:32:28,15:33:01,1,1,33,1,20
8,3.55,20.8,15:33:06,15:33:39,1,3,33,0,35
6,1.37,8.99,15:33:44,15:34:17,1,4,33,1,20
5,2.33,5.01,15:34:22,15:34:55,1,2,33,1,20
4,4.42,3.13,15:35:00,15:35:33,1,1,33,1,20
4,2.14,11.72,15:35:38,15:36:11,1,3,33,1,20
6,1.63,12.21,15:36:16,15:36:49,1,4,33,1,20
1,0.0,2.69,15:36:54,15:37:27,1,2,33,1,20
3,4.0,2.5,15:37:32,15:38:05,1,1,33,1,20
5,3.35,12.25,15:38:10,15:38:43,1,3,33,1,20
1,0.0,2.63,15:38:48,15:39:21,1,4,33,1,20
4,4.06,3.4,15:39:26,15:39:59,1,2,33,1,20
1,0.0,0.69,15:40:04,15:40:37,1,1,33,1,20
5,2.12,13.21,15:40:42,15:41:15,1,3,33,1,20
7,1.79,14.54,15:41:20,15:41:53,1,4,33,0,35
2,9.08,2.52,15:41:58,15:42:31,1,2,33,2,19
2,3.25,1.08,15:42:36,15:43:09,1,1,33,1,20
6,3.16,14.27,15:43:14,15:43:47,1,3,33,0,35
12,1.73,28.93,15:43:52,15:44:25,1,4,33,0,35
2,3.75,3.6,15:44:30,15:45:03,1,2,33,1,20
3,2.83,4.69,15:45:08,15:45:41,1,1,33,1,20
2,3.82,5.19,15:45:46,15:46:19,1,3,33,1,20
9,1.74,16.29,15:46:24,15:46:57,1,4,33,0,35
2,2.75,3.55,15:47:02,15:47:35,1,2,33,1,20
1,0.0,0.65,15:47:40,15:48:13,1,1,33,1,20
4,3.65,11.22,15:48:18,15:48:51,1,3,33,1,20
12,1.61,20.93,15:48:56,15:49:29,1,4,33,0,35
3,1.5,4.03,15:49:34,15:50:07,1,2,33,1,20
8,3.9,9.1,15:50:12,15:50:45,1,1,33,1,20
5,3.3,12.31,15:50:50,15:51:23,1,3,33,1,20
10,1.18,12.82,15:51:28,15:52:01,1,4,33,0,35
7,3.89,5.75,15:52:06,15:52:39,1,2,33,1,20
2,1.58,3.5,15:52:44,15:53:17,1,1,33,1,20
9,2.33,24.71,15:53:22,15:53:55,1,3,33,0,35
11,2.63,26.5,15:54:00,15:54:33,1,4,33,0,35
5,2.08,4.33,15:54:38,15:55:11,1,2,33,1,20
2,3.17,1.55,15:55:16,15:55:49,1,1,33,1,20
3,3.53,8.55,15:55:54,15:56:27,1,3,33,1,20
2,5.1,5.36,15:56:32,15:57:05,1,4,33,1,20
4,5.39,9.11,15:57:10,15:57:43,1,2,33,1,20
2,3.95,5.32,15:57:48,15:58:21,1,1,33,1,20
2,4.11,6.03,15:58:26,15:58:59,1,3,33,1,20
4,4.1,11.13,15:59:04,15:59:37,1,4,33,1,20
4,4.04,10.34,15:59:42,16:00:15,1,2,33,1,20
2,2.2,3.97,07:58:15,07:58:48,2,3,33,1,20
6,2.89,14.57,07:58:53,07:59:26,2,4,33,0,35
3,4.18,6.96,07:59:31,08:00:04,2,2,33,1,20
7,1.67,17.71,08:00:09,08:00:42,2,1,33,0,35
7,1.35,16.82,08:00:47,08:01:20,2,3,33,0,35
4,3.49,9.89,08:01:25,08:01:58,2,4,33,1,20
3,1.87,6.9,08:02:03,08:02:36,2,2,33,1,20
6,2.98,16.44,08:02:41,08:03:14,2,1,33,0,35
6,3.74,16.53,08:03:19,08:03:52,2,3,33,0,35
4,3.74,10.49,08:03:57,08:04:30,2,4,33,1,20
2,2.61,4.26,08:04:35,08:05:08,2,2,33,1,20
4,3.86,10.38,08:05:13,08:05:46,2,1,33,1,20
5,2.59,13.7,08:05:51,08:06:24,2,3,33,1,20
6,3.17,16.35,08:06:29,08:07:02,2,4,33,0,35
7,3.37,17.45,08:07:07,08:07:40,2,2,33,0,35
9,1.24,22.13,08:07:45,08:08:18,2,1,33,0,35
8,2.33,22.81,08:08:23,08:08:56,2,3,33,0,35
3,3.36,8.33,08:09:01,08:09:34,2,4,33,1,20
9,1.44,22.06,08:09:39,08:10:12,2,2,33,0,35
4,3.42,10.96,08:10:17,08:10:50,2,1,33,1,20
4,3.85,11.1,08:10:55,08:11:28,2,3,33,1,20
3,1.83,6.23,08:11:33,08:12:06,2,4,33,1,20
7,4.46,18.88,08:12:11,08:12:44,2,2,33,0,35
5,3.01,12.18,08:12:49,08:13:22,2,1,33,1,20
2,1.84,4.69,08:13:27,08:14:00,2,3,33,1,20
10,1.85,17.53,08:14:05,08:14:38,2,4,33,0,35
6,3.02,14.65,08:14:43,08:15:16,2,2,33,0,35
4,2.76,10.05,08:15:21,08:15:54,2,1,33,1,20
2,1.99,5.98,08:15:59,08:16:32,2,3,33,1,20
7,2.39,11.11,08:16:37,08:17:10,2,4,33,1,22
4,2.42,9.8,08:17:15,08:17:48,2,2,33,1,20
9,2.48,21.26,08:17:53,08:18:26,2,1,33,0,35
7,1.93,16.99,08:18:31,08:19:04,2,3,33,0,35
5,2.4,9.68,08:19:09,08:19:42,2,4,33,1,22
6,1.58,15.52,08:19:47,08:20:20,2,2,33,0,35
2,1.84,5.21,08:20:25,08:20:58,2,1,33,1,20
6,2.91,14.35,08:21:03,08:21:36,2,3,33,0,35
8,1.94,13.4,08:21:41,08:22:14,2,4,33,0,35
2,3.73,6.1,08:22:19,08:22:52,2,2,33,1,20
7,1.97,16.98,08:22:57,08:23:30,2,1,33,0,35
8,4.24,18.3,08:23:35,08:24:08,2,3,33,0,35
5,2.1,9.94,08:24:13,08:24:46,2,4,33,1,22
5,1.5,12.31,08:24:51,08:25:24,2,2,33,1,20
8,3.27,19.83,08:25:29,08:26:02,2,1,33,0,35
6,1.25,16.07,08:26:07,08:26:40,2,3,33,0,35
6,5.35,8.0,08:26:45,08:27:18,2,4,33,1,22
2,2.83,4.9,08:27:23,08:27:56,2,2,33,1,20
4,2.78,3.46,08:28:01,08:28:34,2,1,33,1,20
7,1.99,19.31,08:28:39,08:29:12,2,3,33,0,35
6,5.65,11.94,08:29:17,08:29:50,2,4,33,1,22
4,2.17,9.08,08:29:55,08:30:28,2,2,33,1,20
7,4.5,4.92,08:30:33,08:31:06,2,1,33,1,20
6,1.15,14.72,08:31:11,08:31:44,2,3,33,0,35
4,5.08,6.79,08:31:49,08:32:22,2,4,33,1,20
7,3.69,17.41,08:32:27,08:33:00,2,2,33,0,35
2,4.33,2.88,08:33:05,08:33:38,2,1,33,1,20
8,1.16,21.08,08:33:43,08:34:16,2,3,33,0,35
11,1.68,16.43,08:34:21,08:34:54,2,4,33,0,35
7,2.25,18.31,08:34:59,08:35:32,2,2,33,0,35
11,1.81,9.32,08:35:37,08:36:10,2,1,33,0,35
2,2.67,3.11,08:36:15,08:36:48,2,3,33,1,20
2,3.42,3.93,08:36:53,08:37:26,2,4,33,1,20
5,4.38,14.33,08:37:31,08:38:04,2,2,33,1,21
5,4.85,3.88,08:38:09,08:38:42,2,1,33,1,20
9,3.59,13.44,08:38:47,08:39:20,2,3,33,0,35
4,2.58,14.83,08:39:25,08:39:58,2,4,33,1,20
6,1.12,15.67,08:40:03,08:40:36,2,2,33,0,35
1,0.0,0.86,08:40:41,08:41:14,2,1,33,1,20
10,2.52,17.75,08:41:19,08:41:52,2,3,33,0,35
5,1.88,7.12,08:41:57,08:42:30,2,4,33,1,20
5,3.64,13.76,08:42:35,08:43:08,2,2,33,1,21
7,1.28,5.84,08:43:13,08:43:46,2,1,33,1,20
10,1.35,17.35,08:43:51,08:44:24,2,3,33,0,35
6,1.48,11.07,08:44:29,08:45:02,2,4,33,1,20
4,0.86,8.01,08:45:07,08:45:40,2,2,33,1,20
3,1.29,2.18,08:45:45,08:46:18,2,1,33,1,20
12,2.76,22.28,08:46:23,08:46:56,2,3,33,0,35
7,3.32,22.28,08:47:01,08:47:34,2,4,33,0,35
1,0.0,4.29,08:47:39,08:48:12,2,2,33,1,20
3,1.08,1.78,08:48:17,08:48:50,2,1,33,1,20
5,1.56,9.26,08:48:55,08:49:28,2,3,33,1,20
3,2.08,5.51,08:49:33,08:50:06,2,4,33,1,20
4,1.97,10.77,08:50:11,08:50:44,2,2,33,1,20
2,2.75,3.83,08:50:49,08:51:22,2,1,33,1,20
20,1.35,37.83,08:51:27,08:52:00,2,3,33,0,35
12,1.62,20.41,08:52:05,08:52:38,2,4,33,0,35
4,2.03,7.91,08:52:43,08:53:16,2,2,33,1,20
4,2.28,2.06,08:53:21,08:53:54,2,1,33,1,20
12,1.93,25.33,08:53:59,08:54:32,2,3,33,0,35
3,4.0,6.73,08:54:37,08:55:10,2,4,33,1,20
6,2.82,10.21,08:55:15,08:55:48,2,2,33,1,20
2,3.92,1.3,08:55:53,08:56:26,2,1,33,1,20
8,2.52,16.61,08:56:31,08:57:04,2,3,33,0,35
10,1.02,10.16,08:57:09,08:57:42,2,4,33,0,35
7,1.96,14.65,08:57:47,08:58:20,2,2,33,0,35
8,1.67,5.54,08:58:25,08:58:58,2,1,33,1,20
7,3.57,13.74,08:59:03,08:59:36,2,3,33,0,35
7,4.26,8.83,08:59:41,09:00:14,2,4,33,1,20
3,1.42,5.96,09:00:19,09:00:52,2,2,33,1,20
5,2.69,7.36,09:00:57,09:01:30,2,1,33,1,20
7,2.88,12.18,09:01:35,09:02:08,2,3,33,0,35
5,6.42,10.39,09:02:13,09:02:46,2,4,33,1,24
2,2.92,5.86,09:02:51,09:03:24,2,2,33,1,20
3,1.04,3.4,09:03:29,09:04:02,2,1,33,1,20
3,2.21,8.56,09:04:07,09:04:40,2,3,33,1,20
6,4.55,14.22,09:04:45,09:05:18,2,4,33,0,35
6,1.4,11.65,09:05:23,09:05:56,2,2,33,1,20
3,4.62,6.3,09:06:01,09:06:34,2,1,33,1,20
17,1.77,39.79,09:06:39,09:07:12,2,3,33,0,35
8,4.08,19.82,09:07:17,09:07:50,2,4,33,0,35
4,2.89,9.12,09:07:55,09:08:28,2,2,33,1,20
11,2.48,8.67,09:08:33,09:09:06,2,1,33,0,35
7,2.29,12.97,09:09:11,09:09:44,2,3,33,0,35
3,3.21,6.36,09:09:49,09:10:22,2,4,33,1,24
8,1.45,12.63,09:10:27,09:11:00,2,2,33,0,35
3,3.17,2.12,09:11:05,09:11:38,2,1,33,1,20
9,2.93,21.45,09:11:43,09:12:16,2,3,33,0,35
7,2.6,11.21,09:12:21,09:12:54,2,4,33,1,24
6,1.58,12.37,09:12:59,09:13:32,2,2,33,1,20
8,1.26,4.44,09:13:37,09:14:10,2,1,33,1,20
14,2.03,26.01,09:14:15,09:14:48,2,3,33,0,35
6,4.92,11.98,09:14:53,09:15:26,2,4,33,1,24
2,3.42,4.84,09:15:31,09:16:04,2,2,33,1,20
9,1.58,7.13,09:16:09,09:16:42,2,1,33,0,35
7,2.56,14.73,09:16:47,09:17:20,2,3,33,0,35
6,2.28,15.29,09:17:25,09:17:58,2,4,33,0,35
3,3.46,5.12,09:18:03,09:18:36,2,2,33,1,20
6,2.33,6.41,09:18:41,09:19:14,2,1,33,1,20
12,1.86,23.77,09:19:19,09:19:52,2,3,33,0,35
11,1.52,19.65,09:19:57,09:20:30,2,4,33,0,35
8,1.8,13.23,09:20:35,09:21:08,2,2,33,0,35
2,20.0,1.0,09:21:13,09:21:46,2,1,33,2,39
8,3.48,20.57,09:21:51,09:22:24,2,3,33,0,35
4,2.36,10.51,09:22:29,09:23:02,2,4,33,1,20
5,1.85,10.15,09:23:07,09:23:40,2,2,33,1,20
2,5.5,1.11,09:23:45,09:24:18,2,1,33,1,20
6,4.02,9.66,09:24:23,09:24:56,2,3,33,1,26
5,2.02,7.49,09:25:01,09:25:34,2,4,33,1,20
6,4.3,9.65,09:25:39,09:26:12,2,2,33,1,20
4,3.03,1.8,09:26:17,09:26:50,2,1,33,1,20
10,2.17,22.89,09:26:55,09:27:28,2,3,33,0,35
8,2.24,21.94,09:27:33,09:28:06,2,4,33,0,35
3,9.08,5.32,09:28:11,09:28:44,2,2,33,2,27
6,1.8,4.01,09:28:49,09:29:22,2,1,33,1,20
9,2.9,20.06,09:29:27,09:30:00,2,3,33,0,35
10,1.55,15.08,09:30:05,09:30:38,2,4,33,0,35
6,5.08,12.95,09:30:43,09:31:16,2,2,33,1,20
9,2.56,6.2,09:31:21,09:31:54,2,1,33,1,20
6,3.57,18.18,09:31:59,09:32:32,2,3,33,0,35
5,1.88,6.33,09:32:37,09:33:10,2,4,33,1,20
4,1.42,5.25,09:33:15,09:33:48,2,2,33,1,20
7,2.01,5.15,09:33:53,09:34:26,2,1,33,1,20
16,1.63,34.22,09:34:31,09:35:04,2,3,33,0,35
13,1.58,25.3,09:35:09,09:35:42,2,4,33,0,35
10,2.16,18.82,09:35:47,09:36:20,2,2,33,0,35
6,1.62,4.05,09:36:25,09:36:58,2,1,33,1,20
13,1.85,24.72,09:37:03,09:37:36,2,3,33,0,35
8,3.05,12.34,09:37:41,09:38:14,2,4,33,0,35
2,0.75,6.4,09:38:19,09:38:52,2,2,33,1,20
8,1.67,6.41,09:38:57,09:39:30,2,1,33,1,20
5,3.04,12.2,09:39:35,09:40:08,2,3,33,1,24
5,6.29,10.2,09:40:13,09:40:46,2,4,33,1,20
3,1.21,5.71,09:40:51,09:41:24,2,2,33,1,20
2,3.0,1.22,09:41:29,09:42:02,2,1,33,1,20
5,5.81,12.94,09:42:07,09:42:40,2,3,33,1,24
4,1.69,4.04,09:42:45,09:43:18,2,4,33,1,20
8,3.55,14.79,09:43:23,09:43:56,2,2,33,0,35
7,3.85,3.71,09:44:01,09:44:34,2,1,33,1,20
13,2.25,33.66,09:44:39,09:45:12,2,3,33,0,35
3,1.38,7.0,09:45:17,09:45:50,2,4,33,1,20
13,1.64,20.33,09:45:55,09:46:28,2,2,33,0,35
4,2.94,4.22,09:46:33,09:47:06,2,1,33,1,23
7,2.42,18.5,09:47:11,09:47:44,2,3,33,0,35
12,1.92,20.9,09:47:49,09:48:22,2,4,33,0,35
8,2.99,13.25,09:48:27,09:49:00,2,2,33,0,35
10,2.42,7.56,09:49:05,09:49:38,2,1,33,0,35
12,2.33,22.71,09:49:43,09:50:16,2,3,33,0,35
5,2.08,9.14,09:50:21,09:50:54,2,4,33,1,20
5,2.58,9.06,09:50:59,09:51:32,2,2,33,1,20
9,3.35,4.15,09:51:37,09:52:10,2,1,33,1,23
11,2.39,23.88,09:52:15,09:52:48,2,3,33,0,35
7,2.17,10.74,09:52:53,09:53:26,2,4,33,1,20
1,0.0,2.87,09:53:31,09:54:04,2,2,33,1,20
6,3.37,5.5,09:54:09,09:54:42,2,1,33,1,23
9,2.76,17.19,09:54:47,09:55:20,2,3,33,0,35
10,3.07,16.43,09:55:25,09:55:58,2,4,33,0,35
7,1.25,12.63,09:56:03,09:56:36,2,2,33,0,35
3,13.38,1.66,09:56:41,09:57:14,2,1,33,2,39
10,1.98,21.82,09:57:19,09:57:52,2,3,33,0,35
9,1.83,22.97,09:57:57,09:58:30,2,4,33,0,35
6,2.55,11.8,09:58:35,09:59:08,2,2,33,1,20
8,3.12,6.26,09:59:13,09:59:46,2,1,33,1,23
9,3.75,14.68,09:59:51,10:00:24,2,3,33,0,35
6,2.45,11.68,10:00:29,10:01:02,2,4,33,1,20
6,5.2,13.15,10:01:07,10:01:40,2,2,33,1,20
4,1.53,2.15,10:01:45,10:02:18,2,1,33,1,20
9,2.05,14.32,10:02:23,10:02:56,2,3,33,0,35
8,1.81,18.04,10:03:01,10:03:34,2,4,33,0,35
4,3.0,6.11,10:03:39,10:04:12,2,2,33,1,20
7,2.39,5.68,10:04:17,10:04:50,2,1,33,1,20
5,4.0,15.85,10:04:55,10:05:28,2,3,33,0,35
11,1.38,15.58,10:05:33,10:06:06,2,4,33,0,35
3,1.83,4.15,10:06:11,10:06:44,2,2,33,1,20
9,2.27,6.95,10:06:49,10:07:22,2,1,33,1,20
7,3.75,8.51,10:07:27,10:08:00,2,3,33,1,30
9,1.96,18.28,10:08:05,10:08:38,2,4,33,0,35
10,2.19,18.17,10:08:43,10:09:16,2,2,33,0,35
4,6.97,3.29,10:09:21,10:09:54,2,1,33,2,28
8,3.52,8.9,10:09:59,10:10:32,2,3,33,1,30
3,4.62,9.58,10:10:37,10:11:10,2,4,33,1,20
6,5.0,9.18,10:11:15,10:11:48,2,2,33,1,20
3,0.92,2.18,10:11:53,10:12:26,2,1,33,1,20
5,1.88,16.61,10:12:31,10:13:04,2,3,33,0,35
3,4.96,7.86,10:13:09,10:13:42,2,4,33,1,20
