Total_Vehiculos,Tiempo_Medio_s,Ocupacion_Espacial_%,Hora_Inicio,Hora_Fin,Dia_Semana,Direccion,Semaforo_ID
3,6.54,13.35,13:07:57,13:08:30,2,4,2
12,2.0,19.02,13:08:35,13:09:08,2,2,3
1,0.0,0.76,13:09:13,13:09:46,2,1,4
11,2.02,22.25,13:09:51,13:10:24,2,3,1
4,1.72,7.35,13:10:29,13:11:02,2,4,2
3,10.54,8.81,13:11:07,13:11:40,2,2,3
6,2.87,5.35,13:11:45,13:12:18,2,1,4
8,2.35,22.13,13:12:23,13:12:56,2,3,1
4,4.53,5.06,13:13:01,13:13:34,2,4,2
4,1.44,7.62,13:13:39,13:14:12,2,2,3
6,4.07,2.39,13:14:17,13:14:50,2,1,4
7,1.68,13.82,13:14:55,13:15:28,2,3,1
3,2.67,6.02,13:15:33,13:16:06,2,4,2
3,2.58,7.79,13:16:11,13:16:44,2,2,3
3,5.58,2.06,13:16:49,13:17:22,2,1,4
7,3.39,10.96,13:17:27,13:18:00,2,3,1
9,1.83,22.5,13:18:05,13:18:38,2,4,2
2,3.17,7.3,13:18:43,13:19:16,2,2,3
4,9.39,3.89,13:19:21,13:19:54,2,1,4
1,0.0,0.91,13:19:59,13:20:32,2,3,1
4,2.58,7.32,13:20:37,13:21:10,2,4,2
1,0.0,4.24,13:21:15,13:21:48,2,2,3
7,4.12,4.31,13:21:53,13:22:26,2,1,4
7,2.89,12.46,13:22:31,13:23:04,2,3,1
8,1.99,17.44,13:23:09,13:23:42,2,4,2
8,2.7,16.72,13:23:47,13:24:20,2,2,3
7,2.04,8.49,13:24:25,13:24:58,2,1,4
5,3.67,10.33,13:25:03,13:25:36,2,3,1
3,1.29,9.37,13:25:41,13:26:14,2,4,2
3,3.21,6.17,13:26:19,13:26:52,2,2,3
5,6.48,5.52,13:26:57,13:27:30,2,1,4
10,2.13,20.85,13:27:35,13:28:08,2,3,1
9,1.89,17.74,13:28:13,13:28:46,2,4,2
3,4.04,7.02,13:28:51,13:29:24,2,2,3
8,1.57,6.72,13:29:29,13:30:02,2,1,4
4,2.25,8.09,13:30:07,13:30:40,2,3,1
5,2.31,17.49,13:30:45,13:31:18,2,4,2
7,2.9,9.93,13:31:23,13:31:56,2,2,3
9,2.81,13.47,13:32:01,13:32:34,2,1,4
6,3.68,11.21,13:32:39,13:33:12,2,3,1
4,2.97,10.53,13:33:17,13:33:50,2,4,2
8,4.32,13.41,13:33:55,13:34:28,2,2,3
4,2.58,1.32,13:34:33,13:35:06,2,1,4
10,2.4,21.18,13:35:11,13:35:44,2,3,1
1,0.0,10.18,13:35:49,13:36:22,2,4,2
5,2.15,16.06,13:36:27,13:37:00,2,2,3
1,0.0,0.85,13:37:05,13:37:38,2,1,4
5,3.15,10.91,13:37:43,13:38:16,2,3,1
2,3.58,4.55,13:38:21,13:38:54,2,4,2
0,0.0,3.01,13:38:59,13:39:32,2,2,3
4,3.86,2.34,13:39:37,13:40:10,2,1,4
6,5.5,11.71,13:40:15,13:40:48,2,3,1
3,10.04,5.4,13:40:53,13:41:26,2,4,2
6,1.82,13.96,13:41:31,13:42:04,2,2,3
3,0.79,1.46,13:42:09,13:42:42,2,1,4
6,3.92,10.69,13:42:47,13:43:20,2,3,1
7,1.32,11.39,13:43:25,13:43:58,2,4,2
6,3.1,18.7,13:44:03,13:44:36,2,2,3
3,1.75,2.36,13:44:41,13:45:14,2,1,4
10,1.87,20.09,13:45:19,13:45:52,2,3,1
7,2.89,17.31,13:45:57,13:46:30,2,4,2
7,1.78,14.37,13:46:35,13:47:08,2,2,3
2,3.5,1.47,13:47:13,13:47:46,2,1,4
6,1.8,13.68,13:47:51,13:48:24,2,3,1
15,1.51,26.62,13:48:29,13:49:02,2,4,2
3,2.54,6.19,13:49:07,13:49:40,2,2,3
3,11.42,2.24,13:49:45,13:50:18,2,1,4
7,1.93,18.76,13:50:23,13:50:56,2,3,1
7,1.61,10.78,13:51:01,13:51:34,2,4,2
6,5.13,10.03,13:51:39,13:52:12,2,2,3
7,1.4,3.76,13:52:17,13:52:50,2,1,4
5,1.79,8.77,13:52:55,13:53:28,2,3,1
11,1.3,19.45,13:53:33,13:54:06,2,4,2
4,3.44,7.73,13:54:11,13:54:44,2,2,3
0,0.0,0.51,13:54:49,13:55:22,2,1,4
11,2.02,19.06,13:55:27,13:56:00,2,3,1
7,1.88,14.46,13:56:05,13:56:38,2,4,2
6,2.18,20.52,13:56:43,13:57:16,2,2,3
2,3.92,1.88,13:57:21,13:57:54,2,1,4
7,2.92,17.74,13:57:59,13:58:32,2,3,1
6,2.73,17.21,13:58:37,13:59:10,2,4,2
10,3.14,15.9,13:59:15,13:59:48,2,2,3
3,3.17,2.22,13:59:53,14:00:26,2,1,4
11,2.39,23.51,14:00:31,14:01:04,2,3,1
6,1.47,10.36,14:01:09,14:01:42,2,4,2
3,3.17,8.51,14:01:47,14:02:20,2,2,3
7,1.76,3.27,14:02:25,14:02:58,2,1,4
8,1.39,12.93,14:03:03,14:03:36,2,3,1
8,2.01,11.82,14:03:41,14:04:14,2,4,2
3,3.25,4.57,14:04:19,14:04:52,2,2,3
3,1.46,6.2,14:04:57,14:05:30,2,1,4
13,1.49,24.65,14:05:35,14:06:08,2,3,1
10,1.28,21.04,14:06:13,14:06:46,2,4,2
11,1.46,20.45,14:06:51,14:07:24,2,2,3
3,1.58,0.91,14:07:29,14:08:02,2,1,4
13,1.4,23.32,14:08:07,14:08:40,2,3,1
1,0.0,7.05,14:08:45,14:09:18,2,4,2
10,2.46,13.76,14:09:23,14:09:56,2,2,3
8,2.08,3.63,14:10:01,14:10:34,2,1,4
5,6.6,9.4,14:10:39,14:11:12,2,3,1
3,4.21,9.86,14:11:17,14:11:50,2,4,2
6,2.97,10.28,14:11:55,14:12:28,2,2,3
7,2.03,2.41,14:12:33,14:13:06,2,1,4
6,3.3,13.73,14:13:11,14:13:44,2,3,1
9,1.76,19.64,14:13:49,14:14:22,2,4,2
7,3.6,8.69,14:14:27,14:15:00,2,2,3
6,5.4,3.29,14:15:05,14:15:38,2,1,4
4,1.86,5.38,14:15:43,14:16:16,2,3,1
4,3.0,12.96,14:16:21,14:16:54,2,4,2
5,2.5,15.98,14:16:59,14:17:32,2,2,3
2,1.08,1.54,14:17:37,14:18:10,2,1,4
7,3.29,18.41,14:18:15,14:18:48,2,3,1
0,0.0,1.27,14:18:53,14:19:26,2,4,2
3,3.54,6.4,14:19:31,14:20:04,2,2,3
4,2.69,4.16,14:20:09,14:20:42,2,1,4
6,2.75,12.41,14:20:47,14:21:20,2,3,1
10,1.55,24.12,14:21:25,14:21:58,2,4,2
7,1.35,14.35,14:22:03,14:22:36,2,2,3
6,1.97,11.48,14:22:41,14:23:14,2,1,4
7,1.93,20.35,14:23:19,14:23:52,2,3,1
8,1.94,12.88,14:23:57,14:24:30,2,4,2
14,2.23,30.48,14:24:35,14:25:08,2,2,3
0,0.0,0.48,14:25:13,14:25:46,2,1,4
9,2.8,18.43,14:25:51,14:26:24,2,3,1
13,2.07,20.02,14:26:29,14:27:02,2,4,2
3,4.71,5.93,14:27:07,14:27:40,2,2,3
3,3.12,3.37,14:27:45,14:28:18,2,1,4
9,3.01,13.62,14:28:23,14:28:56,2,3,1
10,1.6,14.64,14:29:01,14:29:34,2,4,2
3,7.17,6.67,14:29:39,14:30:12,2,2,3
2,2.17,1.94,14:30:17,14:30:50,2,1,4
9,2.41,26.87,14:30:55,14:31:28,2,3,1
6,2.65,11.22,14:31:33,14:32:06,2,4,2
7,2.1,15.04,14:32:11,14:32:44,2,2,3
4,6.06,6.82,14:32:49,14:33:22,2,1,4
6,2.62,11.96,14:33:27,14:34:00,2,3,1
6,1.73,13.12,14:34:05,14:34:38,2,4,2
4,1.19,7.73,14:34:43,14:35:16,2,2,3
1,0.0,12.53,14:35:21,14:35:54,2,1,4
8,2.33,14.76,14:35:59,14:36:32,2,3,1
10,2.11,21.89,14:36:37,14:37:10,2,4,2
0,0.0,2.53,14:37:15,14:37:48,2,2,3
0,0.0,7.49,14:37:53,14:38:26,2,1,4
3,11.46,5.24,14:38:31,14:39:04,2,3,1
9,1.81,12.57,14:39:09,14:39:42,2,4,2
0,0.0,2.35,14:39:47,14:40:20,2,2,3
3,5.42,2.46,14:40:25,14:40:58,2,1,4
11,1.81,17.41,14:41:03,14:41:36,2,3,1
10,2.26,17.78,14:41:41,14:42:14,2,4,2
8,2.9,20.17,14:42:19,14:42:52,2,2,3
4,2.36,7.66,14:42:57,14:43:30,2,1,4
3,3.0,3.97,14:43:35,14:44:08,2,3,1
9,3.28,12.42,14:44:13,14:44:46,2,4,2
6,2.9,13.66,14:44:51,14:45:24,2,2,3
5,2.38,6.29,14:45:29,14:46:02,2,1,4
10,1.7,14.72,14:46:07,14:46:40,2,3,1
4,3.39,7.6,14:46:45,14:47:18,2,4,2
1,0.0,3.81,14:47:23,14:47:56,2,2,3
1,0.0,1.85,14:48:01,14:48:34,2,1,4
9,2.14,17.94,14:48:39,14:49:12,2,3,1
5,2.62,11.61,14:49:17,14:49:50,2,4,2
7,2.53,15.8,14:49:55,14:50:28,2,2,3
6,3.72,12.63,14:50:33,14:51:06,2,1,4
6,2.93,10.93,14:51:11,14:51:44,2,3,1
4,2.97,10.98,14:51:49,14:52:22,2,4,2
5,3.0,18.91,14:52:27,14:53:00,2,2,3
3,6.42,3.25,14:53:05,14:53:38,2,1,4
9,2.11,19.68,14:53:43,14:54:16,2,3,1
4,1.64,4.81,14:54:21,14:54:54,2,4,2
1,0.0,3.13,14:54:59,14:55:32,2,2,3
3,3.04,2.84,14:55:37,14:56:10,2,1,4
7,2.96,13.01,14:56:15,14:56:48,2,3,1
5,3.69,12.29,14:56:53,14:57:26,2,4,2
5,3.73,10.59,14:57:31,14:58:04,2,2,3
1,0.0,0.56,14:58:09,14:58:42,2,1,4
7,2.39,14.41,14:58:47,14:59:20,2,3,1
6,2.0,9.02,14:59:25,14:59:58,2,4,2
4,3.53,9.05,15:00:03,15:00:36,2,2,3
6,2.72,4.3,15:00:41,15:01:14,2,1,4
10,2.44,18.8,15:01:19,15:01:52,2,3,1
11,2.17,15.0,15:01:57,15:02:30,2,4,2
1,0.0,10.22,15:02:35,15:03:08,2,2,3
7,4.18,6.06,15:03:13,15:03:46,2,1,4
6,4.65,9.53,15:03:51,15:04:24,2,3,1
7,2.25,10.79,15:04:29,15:05:02,2,4,2
8,2.11,17.47,15:05:07,15:05:40,2,2,3
4,5.86,2.6,15:05:45,15:06:18,2,1,4
11,2.58,23.6,15:06:23,15:06:56,2,3,1
18,1.49,24.36,15:07:01,15:07:34,2,4,2
3,7.0,7.59,15:07:39,15:08:12,2,2,3
2,22.58,1.89,15:08:17,15:08:50,2,1,4
12,2.27,18.06,15:08:55,15:09:28,2,3,1
9,1.86,14.74,15:09:33,15:10:06,2,4,2
4,5.39,9.29,15:10:11,15:10:44,2,2,3
1,0.0,1.67,15:10:49,15:11:22,2,1,4
8,2.31,19.11,15:11:27,15:12:00,2,3,1
11,1.84,25.23,15:12:05,15:12:38,2,4,2
5,6.62,11.52,15:12:43,15:13:16,2,2,3
3,2.38,1.71,15:13:21,15:13:54,2,1,4
7,2.31,14.41,15:13:59,15:14:32,2,3,1
13,1.94,22.07,15:14:37,15:15:10,2,4,2
7,2.86,9.86,15:15:15,15:15:48,2,2,3
0,0.0,0.14,15:15:53,15:16:26,2,1,4
8,3.04,15.16,15:16:31,15:17:04,2,3,1
1,0.0,5.88,15:17:09,15:17:42,2,4,2
9,3.25,21.91,15:17:47,15:18:20,2,2,3
2,8.75,1.55,15:18:25,15:18:58,2,1,4
4,1.08,4.61,15:19:03,15:19:36,2,3,1
4,8.25,5.84,15:19:41,15:20:14,2,4,2
6,5.72,8.59,15:20:19,15:20:52,2,2,3
3,2.75,2.2,15:20:57,15:21:30,2,1,4
7,2.61,8.3,15:21:35,15:22:08,2,3,1
7,2.28,22.54,15:22:13,15:22:46,2,4,2
1,0.0,5.43,15:22:51,15:23:24,2,2,3
2,3.42,2.57,15:23:29,15:24:02,2,1,4
11,2.2,23.23,15:24:07,15:24:40,2,3,1
5,2.48,11.34,15:24:45,15:25:18,2,4,2
2,12.92,6.28,15:25:23,15:25:56,2,2,3
0,0.0,2.9,15:26:01,15:26:34,2,1,4
8,1.61,17.73,15:26:39,15:27:12,2,3,1
5,3.75,9.28,15:27:17,15:27:50,2,4,2
4,2.81,7.23,15:27:55,15:28:28,2,2,3
5,1.25,7.11,15:28:33,15:29:06,2,1,4
13,2.15,23.14,15:29:11,15:29:44,2,3,1
7,2.08,17.05,15:29:49,15:30:22,2,4,2
3,6.83,5.11,15:30:27,15:31:00,2,2,3
6,1.85,4.14,15:31:05,15:31:38,2,1,4
1,0.0,2.82,15:31:43,15:32:16,2,3,1
6,2.0,16.0,15:32:21,15:32:54,2,4,2
10,2.58,16.93,15:32:59,15:33:32,2,2,3
6,2.3,6.64,15:33:37,15:34:10,2,1,4
6,2.38,11.93,15:34:15,15:34:48,2,3,1
7,0.97,13.92,15:34:53,15:35:26,2,4,2
4,3.94,4.45,15:35:31,15:36:04,2,2,3
6,3.97,7.63,15:36:09,15:36:42,2,1,4
1,0.0,1.54,15:36:47,15:37:20,2,3,1
4,2.89,6.69,15:37:25,15:37:58,2,4,2
4,7.0,6.37,15:38:03,15:38:36,2,2,3
9,3.42,11.36,15:38:41,15:39:14,2,1,4
10,1.69,15.59,15:39:19,15:39:52,2,3,1
4,4.44,14.07,15:39:57,15:40:30,2,4,2
2,14.42,5.95,15:40:35,15:41:08,2,2,3
7,3.22,5.55,15:41:13,15:41:46,2,1,4
2,2.58,4.14,15:41:51,15:42:24,2,3,1
5,2.04,10.23,15:42:29,15:43:02,2,4,2
5,2.25,13.11,15:43:07,15:43:40,2,2,3
4,2.69,3.72,15:43:45,15:44:18,2,1,4
10,1.97,18.24,15:44:23,15:44:56,2,3,1
10,1.42,16.7,15:45:01,15:45:34,2,4,2
6,2.23,13.13,15:45:39,15:46:12,2,2,3
2,3.25,3.82,15:46:17,15:46:50,2,1,4
2,2.58,5.87,15:46:55,15:47:28,2,3,1
9,3.07,21.39,15:47:33,15:48:06,2,4,2
2,2.33,5.09,15:48:11,15:48:44,2,2,3
4,2.53,2.58,15:48:49,15:49:22,2,1,4
6,4.67,15.3,15:49:27,15:50:00,2,3,1
7,2.1,11.93,15:50:05,15:50:38,2,4,2
6,5.18,10.54,15:50:43,15:51:16,2,2,3
5,3.48,3.51,15:51:21,15:51:54,2,1,4
6,4.8,10.05,15:51:59,15:52:32,2,3,1
7,4.4,8.87,15:52:37,15:53:10,2,4,2
6,2.7,14.57,15:53:15,15:53:48,2,2,3
3,2.33,2.24,15:53:53,15:54:26,2,1,4
14,1.94,23.43,15:54:31,15:55:04,2,3,1
2,2.83,8.53,15:55:09,15:55:42,2,4,2
2,8.33,4.51,15:55:47,15:56:20,2,2,3
7,2.14,5.36,15:56:25,15:56:58,2,1,4
6,2.96,15.6,15:57:03,15:57:36,2,3,1
3,3.7,7.66,15:57:41,15:58:14,2,4,2
5,2.93,11.45,15:58:19,15:58:52,2,2,3
2,3.62,4.94,15:58:57,15:59:30,2,1,4
4,3.69,10.82,15:59:35,16:00:08,2,3,1
