Total_Vehiculos,Tiempo_Medio_s,Ocupacion_Espacial_%,Hora_Inicio,Hora_Fin,Dia_Semana,Direccion,Semaforo_ID
5,1.25,12.12,12:52:25,12:52:58,5,2,3
1,0.0,1.45,12:53:03,12:53:36,5,1,4
8,2.43,9.67,12:53:41,12:54:14,5,3,1
6,2.17,7.72,12:54:19,12:54:52,5,4,2
4,1.44,5.89,12:54:57,12:55:30,5,2,3
1,0.0,2.43,12:55:35,12:56:08,5,1,4
5,4.21,11.62,12:56:13,12:56:46,5,3,1
11,2.27,11.63,12:56:51,12:57:24,5,4,2
5,3.46,7.18,12:57:29,12:58:02,5,2,3
9,3.42,9.58,12:58:07,12:58:40,5,1,4
4,3.11,5.26,12:58:45,12:59:18,5,3,1
4,7.72,5.22,12:59:23,12:59:56,5,4,2
5,1.56,9.77,13:00:01,13:00:34,5,2,3
6,3.47,5.87,13:00:39,13:01:12,5,1,4
6,4.15,7.59,13:01:17,13:01:50,5,3,1
4,9.56,6.23,13:01:55,13:02:28,5,4,2
2,7.33,9.97,13:02:33,13:03:06,5,2,3
6,5.18,5.38,13:03:11,13:03:44,5,1,4
3,1.42,6.62,13:03:49,13:04:22,5,3,1
7,3.03,6.78,13:04:27,13:05:00,5,4,2
2,0.83,5.09,13:05:05,13:05:38,5,2,3
5,2.12,4.64,13:05:43,13:06:16,5,1,4
8,3.48,17.82,13:06:21,13:06:54,5,3,1
5,7.15,5.29,13:06:59,13:07:32,5,4,2
